Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,City_clean
ELEC,Guy Waring Guest House,110 Riverside Ave,,Winthrop,WA,98862,,425-742-0843,E,,Public,24 hours daily; for guest use only,,,,,,1.0,,,Non-Networked,,200-8,48.479357,-120.186033,2025-05-12,104823,2025-05-12 16:15:59 UTC,P,,,2018-01-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,,WINTHROP
ELEC,Grand Mound Liquor Store,19947 Old Highway 99 SW,,Rochester,WA,98579,,360-273-6748,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,46.798453,-123.0123,2024-06-13,104981,2025-02-12 00:16:32 UTC,P,,,2017-01-01,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,ROCHESTER
ELEC,KING COUNTY DES FACTORIA TRANSF,13800 SE 32nd St,,Bellevue,WA,98005,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.582336,-122.158644,2025-11-06,105066,2025-11-06 01:14:59 UTC,,,,2018-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALJOYA 1 EV CHARGER,2430 76th Ave SE,Guest parking #8 and #7,Mercer Island,WA,98040,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.588122,-122.237206,2025-11-06,105118,2025-11-06 01:25:26 UTC,,,,2018-12-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,MERCER ISLAND
ELEC,Bud Clary Chevrolet,1030 Commerce Ave,,Longview,WA,98632,,,E,,Private,Service center use only,,,,,,,1.0,,Non-Networked,,GPS,46.132245,-122.935179,2023-02-13,105359,2023-02-14 15:54:11 UTC,P,,,2018-12-01,,,,,J1772COMBO,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,False,,LONGVIEW
ELEC,Harvest Chevrolet,1600 E Yakima Ave,,Yakima,WA,98901,,509-731-3938,E,,Public - Call ahead,24 hours daily,,,,,,2.0,1.0,,Non-Networked,,GPS,46.604239,-120.481583,2022-06-14,105361,2025-10-30 18:16:16 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,YAKIMA
ELEC,Cascade Chevrolet,148 Easy St,,Wenatchee,WA,98801,,509-888-2985,E,,Public,Dealership business hours,,,,,,1.0,1.0,,Non-Networked,,GPS,47.467463,-120.336918,2022-09-14,105362,2025-10-30 18:37:47 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,WENATCHEE
ELEC,Angel of the Winds Casino - Tesla Destination,3438 Stoluckquamish Ln,,Arlington,WA,98223,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.214249,-122.184142,2024-07-01,116073,2025-02-12 00:16:32 UTC,P,,,2016-11-01,,,,,TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,ARLINGTON
ELEC,Alexander's Lodge & Restaurant - Tesla Destination,37515 SR 706 E,,Ashford,WA,98304,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.751382,-121.937189,2024-07-01,116074,2025-02-12 00:16:32 UTC,P,,,2016-01-13,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,ASHFORD
ELEC,Courtyard by Marriott Seattle Bellevue/Downtown - Tesla Destination,11010 NE 8th St,,Bellevue,WA,98004,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.617601,-122.193492,2024-07-01,116075,2025-02-12 00:16:32 UTC,P,,,2017-02-24,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BELLEVUE
ELEC,Marriott Bellevue - Tesla Destination,200 110th Ave,,Bellevue,WA,98004,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.611844,-122.193618,2024-07-01,116076,2025-02-12 00:16:32 UTC,P,,,2015-10-06,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BELLEVUE
ELEC,Marriott AC Bellevue - Tesla Destination,208 106th Pl NE,,Bellevue,WA,98004,,877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.612345,-122.197702,2024-07-01,116077,2025-02-12 00:16:32 UTC,P,,,2017-08-29,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BELLEVUE
ELEC,Hilton Bellevue - Tesla Destination,300 112th Ave SE,,Bellevue,WA,98004,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.607592,-122.189582,2024-07-01,116078,2025-02-12 00:16:32 UTC,P,,,2015-10-02,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BELLEVUE
ELEC,Hotel Bellwether - Tesla Destination,1 Bellwether Way,,Bellingham,WA,98225,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.754197,-122.496675,2024-07-01,116079,2025-02-12 00:16:32 UTC,P,,,2015-09-24,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BELLINGHAM
ELEC,Best Western Plus Heritage Inn - Tesla Destination,151 McLeod Rd,,Bellingham,WA,98226,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,48.783141,-122.484001,2024-07-01,116080,2025-02-12 00:16:32 UTC,P,,,2015-02-13,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BELLINGHAM
ELEC,Oxford Suites Bellingham - Tesla Destination,4051 Meridian St,,Bellingham,WA,98226,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.788325,-122.48746,2024-07-01,116081,2025-02-12 00:16:32 UTC,P,,,2016-03-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BELLINGHAM
ELEC,Hamilton Cellars - Tesla Destination,55410 N Sunset Rd,,Benton City,WA,99320,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.296071,-119.451487,2024-07-01,116082,2025-02-12 00:16:32 UTC,P,,,2015-07-14,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BENTON CITY
ELEC,Semiahmoo Resort & Spa - Tesla Destination,9565 Semiahmoo Pkwy,,Blaine,WA,98230,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.990486,-122.774447,2024-07-01,116083,2025-02-12 00:16:32 UTC,P,,,2015-01-28,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,BLAINE
ELEC,Hotel Cathlamet - Tesla Destination,69 Main St,,Cathlamet,WA,98612,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.202588,-123.384133,2024-07-01,116085,2025-02-12 00:16:32 UTC,P,,,2018-04-18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,CATHLAMET
ELEC,Fielding Hills Winery - Tesla Destination,565 S Lakeshore Dr,,Chelan,WA,98816,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.842476,-120.098099,2024-07-01,116086,2025-02-12 00:16:32 UTC,P,,,2018-02-23,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,CHELAN
ELEC,Suncadia Resort - Tesla Destination,3600 Suncadia Trl,,Cle Elum,WA,98922,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.207984,-121.019499,2024-07-01,116087,2025-02-12 00:16:32 UTC,P,,,2017-03-14,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,CLE ELUM
ELEC,The Four Points by Sheraton Seattle Airport South - Tesla Destination,22406 Pacific Highway S,,Des Moines,WA,98198,,877-798-3752,E,,Public,,,,,,,6.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.400629,-122.296834,2024-07-01,116088,2025-02-12 00:16:32 UTC,P,,,2016-03-07,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,DES MOINES
ELEC,"Staybridge Suites Federal Way - Seattle South, an IHG Hotel - Tesla Destination",32124 25th Ave S,,Federal Way,WA,98003,,877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.314052,-122.300982,2024-07-01,116089,2025-05-06 21:10:23 UTC,P,,,2015-04-09,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,FEDERAL WAY
ELEC,Quillayute River Resort - Tesla Destination,473 Mora Rd,,Forks,WA,98331,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.914774,-124.544249,2024-07-01,116090,2025-02-12 00:16:32 UTC,P,,,2017-02-16,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,FORKS
ELEC,Island Athletic Club - Tesla Destination,5511 S Freeland Ave,,Freeland,WA,98249,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.010539,-122.534798,2024-07-01,116091,2025-02-12 00:16:32 UTC,P,,,2016-11-08,,,,,TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,FREELAND
ELEC,Ocean5 - Tesla Destination,5268 Point Fosdick Dr NW,,Gig Harbor,WA,98335,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,47.305772,-122.579191,2024-07-01,116092,2025-02-12 00:16:32 UTC,P,,,2018-05-14,,,,,J1772 TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,GIG HARBOR
ELEC,Best Western Wesley Inn - Tesla Destination,6575 Kimball Dr,,Gig Harbor,WA,98335,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.318391,-122.585326,2024-07-01,116093,2025-02-12 00:16:32 UTC,P,,,2015-09-15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,GIG HARBOR
ELEC,"Issaquah, WA - 12th Ave NW - Tesla Destination",1801 12th Ave NW,,Issaquah,WA,98027,,877-798-3752,E,,Public,,,,,,,12.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.550744,-122.057467,2024-07-01,116094,2025-05-06 21:10:23 UTC,P,,,2017-11-07,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,ISSAQUAH
ELEC,Badger Mountain Vineyard & Powers Winery - Tesla Destination,1106 N Jurupa St,,Kennewick,WA,99338,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.213187,-119.286497,2024-07-01,116095,2025-02-12 00:16:32 UTC,P,,,2017-07-27,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,KENNEWICK
ELEC,Hampton Inn Kennewick at Southridge - Tesla Destination,3715 Plaza Wy,,Kennewick,WA,99338,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.178019,-119.189427,2024-07-01,116096,2025-02-12 00:16:32 UTC,P,,,2016-02-08,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,KENNEWICK
ELEC,Saratoga Inn - Tesla Destination,201 Cascade Ave,,Langley,WA,98260,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.039607,-122.406131,2024-07-01,116097,2025-02-12 00:16:32 UTC,P,,,2015-12-16,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,LANGLEY
ELEC,The Inn at Langley - Tesla Destination,400 1st St.,,Langley,WA,98260,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.041105,-122.410772,2024-07-01,116098,2025-02-12 00:16:32 UTC,P,,,2016-08-09,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,LANGLEY
ELEC,Mountain Springs Lodge - Tesla Destination,19115 Chiwawa Loop Rd,,Leavenworth,WA,98826,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.767473,-120.653187,2024-07-01,116099,2025-02-12 00:16:32 UTC,P,,,2015-09-30,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,LEAVENWORTH
ELEC,Sleeping Lady Mountain Resort - Tesla Destination,7375 Icicle Rd,,Leavenworth,WA,98826,,877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.551769,-120.680327,2024-07-01,116100,2025-02-12 00:16:32 UTC,P,,,2018-07-06,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,LEAVENWORTH
ELEC,Alta Cellars - Tesla Destination,135 Wapato Wy,,Manson,WA,98831,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.884887,-120.156959,2024-07-01,116101,2025-02-12 00:16:32 UTC,P,,,2018-07-11,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,MANSON
ELEC,Hard Row to Hoe Vineyards - Tesla Destination,300 Ivan Morse Rd,,Manson,WA,98831,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.896557,-120.132386,2024-07-01,116102,2025-02-12 00:16:32 UTC,P,,,2016-11-22,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,MANSON
ELEC,Moonstone Beach Motel - Tesla Destination,4849 Pacific Ave,,Moclips,WA,98562,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.240392,-124.217215,2024-07-01,116103,2025-02-12 00:16:32 UTC,P,,,2017-09-14,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,MOCLIPS
ELEC,Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,2380 S Maiers Rd,,Moses Lake,WA,98837,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.10335,-119.251036,2024-07-01,116104,2025-02-12 00:16:32 UTC,P,,,2017-08-30,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,MOSES LAKE
ELEC,Adytum Sanctuary - Tesla Destination,186 Skyview Dr,,Mossyrock,WA,98564,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.545331,-122.508967,2024-07-01,116105,2025-02-12 00:16:32 UTC,P,,,2017-03-06,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,MOSSYROCK
ELEC,Hobuck Beach  Resort - Tesla Destination,2726 Makah Passage,,Neah Bay,WA,98357,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,48.340723,-124.662924,2024-07-01,116106,2025-02-12 00:16:32 UTC,P,,,2014-12-22,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,NEAH BAY
ELEC,Hobuck Beach Resort  RV Camping - Tesla Destination,3346 Makah Passage,,Neah Bay,WA,98357,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,48.333479,-124.659368,2024-07-01,116107,2025-02-12 00:16:32 UTC,P,,,2014-12-22,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,NEAH BAY
ELEC,Swantown Inn & Spa - Tesla Destination,1431 11th Ave SE,,Olympia,WA,98501,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.03909,-122.882327,2024-07-01,116108,2025-02-12 00:16:32 UTC,P,,,2015-12-11,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,OLYMPIA
ELEC,Hotel RL by Red Lion - Tesla Destination,2300 Evergreen Park Dr SW,,Olympia,WA,98502,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.027278,-122.912415,2024-07-01,116109,2025-02-12 00:16:32 UTC,P,,,2016-03-03,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,OLYMPIA
ELEC,Veranda Beach Resort - Tesla Destination,299 Eastlake Rd,,Oroville,WA,98844,,877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.987053,-119.425912,2024-07-01,116110,2025-02-12 00:16:32 UTC,P,,,2017-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,OROVILLE
ELEC,Red Lion Hotel Pasco - Tesla Destination,2525 North 20th Ave,,Pasco,WA,99301,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.250235,-119.116144,2024-07-01,116111,2025-02-12 00:16:32 UTC,P,,,2016-01-27,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,PASCO
ELEC,Camaraderie Cellars - Tesla Destination,334 Benson Rd,,Port Angeles,WA,98363,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.101579,-123.477119,2024-07-01,116112,2025-02-12 00:16:32 UTC,P,,,2017-03-06,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,PORT ANGELES
ELEC,Colette's Bed and Breakfast - Tesla Destination,339 Finn Hall Rd,,Port Angeles,WA,98362,,877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.114921,-123.268398,2024-07-01,116113,2025-02-12 00:16:32 UTC,P,,,2015-05-05,,,,,TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,PORT ANGELES
ELEC,"George Washington Inn, a Select Registry Property - Tesla Destination",939 Finn Hall Rd,,Port Angeles,WA,98362,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.116414,-123.255357,2024-07-01,116114,2025-02-12 00:16:32 UTC,P,,,2015-05-06,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,PORT ANGELES
ELEC,Holiday Inn Express Pullman - Tesla Destination,1190 SE Bishop Blvd,,Pullman,WA,99163,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.715837,-117.166626,2024-07-01,116115,2025-02-12 00:16:32 UTC,P,,,2016-03-25,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,PULLMAN
ELEC,Hampton Inn and Suites Puyallup - Tesla Destination,1515 S Meridian,,Puyallup,WA,98371,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.17669,-122.2931,2024-07-01,116116,2025-02-12 00:16:32 UTC,P,,,2017-05-04,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,PUYALLUP
ELEC,Cave B Estate Winery & Resort - Tesla Destination,344 Silica Rd NW,,Quincy,WA,98848,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.098792,-119.996204,2024-07-01,116117,2025-02-12 00:16:32 UTC,P,,,2015-02-25,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,QUINCY
ELEC,Seattle Marriott Redmond - Tesla Destination,7401 164th Ave NE,,Redmond,WA,98052,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.671225,-122.122192,2024-07-01,116118,2025-02-12 00:16:32 UTC,P,,,2015-11-10,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,REDMOND
ELEC,Homewood Suites Richland - Tesla Destination,1060 George Washington Wy,,Richland,WA,99352,,877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.281294,-119.273452,2024-07-01,116119,2025-02-12 00:16:32 UTC,P,,,2017-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,RICHLAND
ELEC,Hampton Inn Richland/Tri-Cities - Tesla Destination,486 Bradley Blvd,,Richland,WA,99352,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.271849,-119.269167,2024-07-01,116120,2025-02-12 00:16:32 UTC,P,,,2017-04-24,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,RICHLAND
ELEC,Thompson Seattle - Tesla Destination,100 Stewart St,,Seattle,WA,98101,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.610335,-122.341261,2024-07-01,116121,2025-02-12 00:16:32 UTC,P,,,2016-12-27,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,SEATTLE
ELEC,Hotel 1000 - Tesla Destination,1000 1st Ave,,Seattle,WA,98104,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.604904,-122.336189,2024-07-01,116122,2025-02-12 00:16:32 UTC,P,,,2016-01-28,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,SEATTLE
ELEC,Motif Seattle - Tesla Destination,1415 5th Ave,,Seattle,WA,98101,,877-798-3752,E,,Public,,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.610166,-122.335179,2024-07-01,116123,2025-02-12 00:16:32 UTC,P,,,2015-10-16,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,SEATTLE
ELEC,Hotel Theodore - Tesla Destination,1531 7th Ave,,Seattle,WA,98101,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.612347,-122.334168,2024-07-01,116124,2025-02-12 00:16:32 UTC,P,,,2019-01-23,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,SEATTLE
ELEC,Cedarbrook Lodge - Tesla Destination,18525 36th Ave S,,Seattle,WA,98188,,877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.437313,-122.287623,2024-07-01,116125,2025-02-12 00:16:32 UTC,P,,,2015-09-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,SEATTLE
ELEC,Seattle Marriott Waterfront - Tesla Destination,2100 Alaskan Way,,Seattle,WA,98121,,877-798-3752,E,,Public,,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.610845,-122.347258,2024-07-01,116126,2025-02-12 00:16:32 UTC,P,,,2015-04-28,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,SEATTLE
